gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
ASXL3	detail/chromatin/ASXL3/ASXL3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000141431-ASXL3/subcellular			False			False	False
AURKC	detail/chromatin/AURKC/AURKC-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000105146-AURKC/subcellular			False			False	False
BANF2	detail/chromatin/BANF2/BANF2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000125888-BANF2/subcellular			False			False	False
BARHL2	detail/chromatin/BARHL2/BARHL2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000143032-BARHL2/subcellular			False			False	False
BHLHA9	detail/chromatin/BHLHA9/BHLHA9-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000205899-BHLHA9/subcellular			False			False	False
BHLHE23	detail/chromatin/BHLHE23/BHLHE23-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000125533-BHLHE23/subcellular			False			False	False
BOD1L2	detail/chromatin/BOD1L2/BOD1L2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000228075-BOD1L2/subcellular		URLError: <urlopen error EOF occurred in violation of protocol (_ssl.c:1129)>	False			False	False
BSX	detail/chromatin/BSX/BSX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000188909-BSX/subcellular			False			False	False
CENPK	detail/chromatin/CENPK/CENPK-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000123219-CENPK/subcellular			False			False	False
CENPL	detail/chromatin/CENPL/CENPL-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000120334-CENPL/subcellular			False			False	False
CENPX	detail/chromatin/CENPX/CENPX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000169689-CENPX/subcellular			False			False	False
CUX2	detail/chromatin/CUX2/CUX2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000111249-CUX2/subcellular			False			False	False
CYREN	detail/chromatin/CYREN/CYREN-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000122783-CYREN/subcellular			False			False	False
DBX1	detail/chromatin/DBX1/DBX1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000109851-DBX1/subcellular			False			False	False
DMBX1	detail/chromatin/DMBX1/DMBX1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000197587-DMBX1/subcellular			False			False	False
DMRT3	detail/chromatin/DMRT3/DMRT3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000064218-DMRT3/subcellular			False			False	False
DMRTB1	detail/chromatin/DMRTB1/DMRTB1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000143006-DMRTB1/subcellular			False			False	False
DMRTC2	detail/chromatin/DMRTC2/DMRTC2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000142025-DMRTC2/subcellular			False			False	False
DPRX	detail/chromatin/DPRX/DPRX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000204595-DPRX/subcellular			False			False	False
DYNC1I1	detail/chromatin/DYNC1I1/DYNC1I1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000158560-DYNC1I1/subcellular			False			False	False
DYNLT3	detail/chromatin/DYNLT3/DYNLT3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000165169-DYNLT3/subcellular			False			False	False
EME2	detail/chromatin/EME2/EME2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000197774-EME2/subcellular			False			False	False
FBH1	detail/chromatin/FBH1/FBH1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000134452-FBH1/subcellular			False			False	False
FBXO18	detail/chromatin/FBXO18/FBXO18-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000134452-FBH1/subcellular			False			False	False
FERD3L	detail/chromatin/FERD3L/FERD3L-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000146618-FERD3L/subcellular			False			False	False
FOXB2	detail/chromatin/FOXB2/FOXB2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000204612-FOXB2/subcellular			False			False	False
FOXI2	detail/chromatin/FOXI2/FOXI2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000186766-FOXI2/subcellular			False			False	False
GBX1	detail/chromatin/GBX1/GBX1-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000164900-GBX1/subcellular			False			False	False
GSC2	detail/chromatin/GSC2/GSC2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000063515-GSC2/subcellular			False			False	False
H4C7	detail/chromatin/H4C7/H4C7-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000275663-H4C7/subcellular			False			False	False
HES2	detail/chromatin/HES2/HES2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000069812-HES2/subcellular			False			False	False
HMGB4	detail/chromatin/HMGB4/HMGB4-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000176256-HMGB4/subcellular			False			False	False
MEIOB	detail/chromatin/MEIOB/MEIOB-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000162039-MEIOB/subcellular			False			False	False
MESP2	detail/chromatin/MESP2/MESP2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000188095-MESP2/subcellular		timeout: The read operation timed out	False			False	False
NAP1L1	detail/chromatin/NAP1L1/NAP1L1-evaluation.md	True	0	Microtubules (uncertain)	https://www.proteinatlas.org/ENSG00000187109-NAP1L1/subcellular			False			False	False
NEUROD6	detail/chromatin/NEUROD6/NEUROD6-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000164600-NEUROD6/subcellular			False			False	False
POU6F2	detail/chromatin/POU6F2/POU6F2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000106536-POU6F2/subcellular			False			False	False
PRM3	detail/chromatin/PRM3/PRM3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000178257-PRM3/subcellular		timeout: The read operation timed out	False			False	False
PROX2	detail/chromatin/PROX2/PROX2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000119608-PROX2/subcellular			False			False	False
PRRC2A	detail/chromatin/PRRC2A/PRRC2A-evaluation.md	True	0	Cytosol (supported)	https://www.proteinatlas.org/ENSG00000204469-PRRC2A/subcellular			False			False	False
RBPJL	detail/chromatin/RBPJL/RBPJL-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000124232-RBPJL/subcellular			False			False	False
RTF2	detail/chromatin/RTF2/RTF2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000022277-RTF2/subcellular		timeout: The read operation timed out	False			False	False
SOX14	detail/chromatin/SOX14/SOX14-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000168875-SOX14/subcellular		timeout: The read operation timed out	False			False	False
TBX22	detail/chromatin/TBX22/TBX22-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000122145-TBX22/subcellular		timeout: The read operation timed out	False			False	False
