gene	report_path	if_candidate	hpa_images_found	hpa_location	hpa_subcell_url	hpa_image_urls	hpa_error	pae_candidate	pae_url	pae_error	changed	applied
ASXL3	detail/chromatin/ASXL3/ASXL3-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000141431-ASXL3/subcellular			False			False	False
BOD1L2	detail/chromatin/BOD1L2/BOD1L2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000228075-BOD1L2/subcellular			False			False	False
CENPK	detail/chromatin/CENPK/CENPK-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000123219-CENPK/subcellular			False			False	False
CENPL	detail/chromatin/CENPL/CENPL-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000120334-CENPL/subcellular			False			False	False
CENPX	detail/chromatin/CENPX/CENPX-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000169689-CENPX/subcellular			False			False	False
EME2	detail/chromatin/EME2/EME2-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000197774-EME2/subcellular			False			False	False
FBXO18	detail/chromatin/FBXO18/FBXO18-evaluation.md	True	0		https://www.proteinatlas.org/ENSG00000134452-FBH1/subcellular			False			False	False
PAXX	detail/chromatin/PAXX/PAXX-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000148362-PAXX/subcellular	https://images.proteinatlas.org/45268/526_E1_1_red_green.jpg;https://images.proteinatlas.org/45268/526_E1_2_red_green.jpg;https://images.proteinatlas.org/45268/528_E1_1_red_green.jpg;https://images.proteinatlas.org/45268/528_E1_2_red_green.jpg;https://images.proteinatlas.org/45268/545_E1_1_red_green.jpg;https://images.proteinatlas.org/45268/545_E1_2_red_green.jpg		False			True	True
PIDD1	detail/chromatin/PIDD1/PIDD1-evaluation.md	True	6	Golgi apparatus (approved)	https://www.proteinatlas.org/ENSG00000177595-PIDD1/subcellular	https://images.proteinatlas.org/55473/1036_D2_1_blue_red_green.jpg;https://images.proteinatlas.org/55473/1036_D2_2_blue_red_green.jpg;https://images.proteinatlas.org/55473/874_G8_1_blue_red_green.jpg;https://images.proteinatlas.org/55473/874_G8_2_blue_red_green.jpg;https://images.proteinatlas.org/55473/881_G8_3_blue_red_green.jpg;https://images.proteinatlas.org/55473/881_G8_4_blue_red_green.jpg		False			True	True
PLRG1	detail/chromatin/PLRG1/PLRG1-evaluation.md	True	6	Nucleoplasm (supported)	https://www.proteinatlas.org/ENSG00000171566-PLRG1/subcellular	https://images.proteinatlas.org/35931/593_G3_1_red_green.jpg;https://images.proteinatlas.org/35931/593_G3_2_red_green.jpg;https://images.proteinatlas.org/35931/594_G3_2_red_green.jpg;https://images.proteinatlas.org/35931/594_G3_3_red_green.jpg;https://images.proteinatlas.org/35931/596_G3_1_red_green.jpg;https://images.proteinatlas.org/35931/596_G3_2_red_green.jpg		False			True	True
