batch_id	priority	gene	current_path	status	score	lines	nuclear_score	hpa_nuclear	uniprot_nuclear	go_nuclear	chromatin_or_rna_or_dna_related	pubmed_relevant	ppi_relevant	structure_relevant	missing_sources	harvest_completed	rejection_reason	risk_level	recommended_action	reason	lock_path	stage_path	final_path	state
1	P2	AFMID	detail/rejected/AFMID/AFMID-evaluation.md	rejected	?	173	?	False	True	False	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/AFMID.lock	audit_work/critical_reopen_workers/worker_W1/batch_1/staged_reports/AFMID-evaluation.md	detail/AFMID/AFMID-evaluation.md	PENDING
1	P2	AIRIM	detail/rejected/AIRIM/AIRIM-evaluation.md	rejected	?	111	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/AIRIM.lock	audit_work/critical_reopen_workers/worker_W1/batch_1/staged_reports/AIRIM-evaluation.md	detail/AIRIM/AIRIM-evaluation.md	PENDING
1	P2	AKIP1	detail/rejected/AKIP1/AKIP1-evaluation.md	rejected	?	114	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/AKIP1.lock	audit_work/critical_reopen_workers/worker_W1/batch_1/staged_reports/AKIP1-evaluation.md	detail/AKIP1/AKIP1-evaluation.md	PENDING
1	P2	AKIRIN1	detail/rejected/AKIRIN1/AKIRIN1-evaluation.md	rejected	?	122	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/AKIRIN1.lock	audit_work/critical_reopen_workers/worker_W1/batch_1/staged_reports/AKIRIN1-evaluation.md	detail/AKIRIN1/AKIRIN1-evaluation.md	PENDING
1	P2	ALKBH2	detail/rejected/ALKBH2/ALKBH2-evaluation.md	rejected	?	121	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ALKBH2.lock	audit_work/critical_reopen_workers/worker_W1/batch_1/staged_reports/ALKBH2-evaluation.md	detail/ALKBH2/ALKBH2-evaluation.md	PENDING
2	P2	ALKBH6	detail/rejected/ALKBH6/ALKBH6-evaluation.md	rejected	?	123	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ALKBH6.lock	audit_work/critical_reopen_workers/worker_W2/batch_2/staged_reports/ALKBH6-evaluation.md	detail/ALKBH6/ALKBH6-evaluation.md	PENDING
2	P2	ANAPC13	detail/rejected/ANAPC13/ANAPC13-evaluation.md	rejected	?	179	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ANAPC13.lock	audit_work/critical_reopen_workers/worker_W2/batch_2/staged_reports/ANAPC13-evaluation.md	detail/ANAPC13/ANAPC13-evaluation.md	PENDING
2	P2	BCLAF1	detail/rejected/BCLAF1/BCLAF1-evaluation.md	rejected	?	181	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/BCLAF1.lock	audit_work/critical_reopen_workers/worker_W2/batch_2/staged_reports/BCLAF1-evaluation.md	detail/BCLAF1/BCLAF1-evaluation.md	PENDING
2	P2	BICD2	detail/rejected/BICD2/BICD2-evaluation.md	rejected	?	191	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/BICD2.lock	audit_work/critical_reopen_workers/worker_W2/batch_2/staged_reports/BICD2-evaluation.md	detail/BICD2/BICD2-evaluation.md	PENDING
2	P2	CARD8	detail/rejected/CARD8/CARD8-evaluation.md	rejected	?	183	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CARD8.lock	audit_work/critical_reopen_workers/worker_W2/batch_2/staged_reports/CARD8-evaluation.md	detail/CARD8/CARD8-evaluation.md	PENDING
3	P2	CARF	detail/rejected/CARF/CARF-evaluation.md	rejected	?	177	?	False	True	False	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CARF.lock	audit_work/critical_reopen_workers/worker_W3/batch_3/staged_reports/CARF-evaluation.md	detail/CARF/CARF-evaluation.md	PENDING
3	P2	CHFR	detail/rejected/CHFR/CHFR-evaluation.md	rejected	?	179	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CHFR.lock	audit_work/critical_reopen_workers/worker_W3/batch_3/staged_reports/CHFR-evaluation.md	detail/CHFR/CHFR-evaluation.md	PENDING
3	P2	CHMP4B	detail/rejected/CHMP4B/CHMP4B-evaluation.md	rejected	?	184	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CHMP4B.lock	audit_work/critical_reopen_workers/worker_W3/batch_3/staged_reports/CHMP4B-evaluation.md	detail/CHMP4B/CHMP4B-evaluation.md	PENDING
3	P2	CIB1	detail/rejected/CIB1/CIB1-evaluation.md	rejected	?	184	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CIB1.lock	audit_work/critical_reopen_workers/worker_W3/batch_3/staged_reports/CIB1-evaluation.md	detail/CIB1/CIB1-evaluation.md	PENDING
3	P2	CMIP	detail/rejected/CMIP/CMIP-evaluation.md	rejected	?	177	?	False	True	True	True	?	False	False	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/CMIP.lock	audit_work/critical_reopen_workers/worker_W3/batch_3/staged_reports/CMIP-evaluation.md	detail/CMIP/CMIP-evaluation.md	PENDING
4	P2	DLGAP5	detail/rejected/DLGAP5/DLGAP5-evaluation.md	rejected	?	181	?	False	True	False	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/DLGAP5.lock	audit_work/critical_reopen_workers/worker_W4/batch_4/staged_reports/DLGAP5-evaluation.md	detail/DLGAP5/DLGAP5-evaluation.md	PENDING
4	P2	FBXO7	detail/rejected/FBXO7/FBXO7-evaluation.md	rejected	?	184	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/FBXO7.lock	audit_work/critical_reopen_workers/worker_W4/batch_4/staged_reports/FBXO7-evaluation.md	detail/FBXO7/FBXO7-evaluation.md	PENDING
4	P2	GGA1	detail/rejected/GGA1/GGA1-evaluation.md	rejected	?	184	?	False	False	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/GGA1.lock	audit_work/critical_reopen_workers/worker_W4/batch_4/staged_reports/GGA1-evaluation.md	detail/GGA1/GGA1-evaluation.md	PENDING
4	P2	HDX	detail/rejected/HDX/HDX-evaluation.md	rejected	?	172	?	False	True	False	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/HDX.lock	audit_work/critical_reopen_workers/worker_W4/batch_4/staged_reports/HDX-evaluation.md	detail/HDX/HDX-evaluation.md	PENDING
4	P2	HERC2	detail/rejected/HERC2/HERC2-evaluation.md	rejected	?	183	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/HERC2.lock	audit_work/critical_reopen_workers/worker_W4/batch_4/staged_reports/HERC2-evaluation.md	detail/HERC2/HERC2-evaluation.md	PENDING
5	P2	INPP5E	detail/rejected/INPP5E/INPP5E-evaluation.md	rejected	?	184	?	False	True	False	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/INPP5E.lock	audit_work/critical_reopen_workers/worker_W1/batch_5/staged_reports/INPP5E-evaluation.md	detail/INPP5E/INPP5E-evaluation.md	PENDING
5	P2	ITSN1	detail/rejected/ITSN1/ITSN1-evaluation.md	rejected	?	184	?	False	True	True	True	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/ITSN1.lock	audit_work/critical_reopen_workers/worker_W1/batch_5/staged_reports/ITSN1-evaluation.md	detail/ITSN1/ITSN1-evaluation.md	PENDING
5	P2	LIMK2	detail/rejected/LIMK2/LIMK2-evaluation.md	rejected	?	182	?	False	True	True	False	?	False	True	NONE	True	NUCLEAR_FAIL	CRITICAL_FALSE_REJECTION_RISK	REOPEN_AND_REEVALUATE	CRITICAL	audit_work/locks/critical_reopen/LIMK2.lock	audit_work/critical_reopen_workers/worker_W1/batch_5/staged_reports/LIMK2-evaluation.md	detail/LIMK2/LIMK2-evaluation.md	PENDING
